gia,dienTich,giaMoiM2,soPhongNgu,soWC,phuong,quan
2.7,85.0,31.76,2,2,Thanh Trì,Hoàng Mai
6.3,104.0,60.58,3,2,Đại Kim,Hoàng Mai
4.4,75.0,58.67,2,2,Đại Kim,Hoàng Mai
4.6,74.0,62.16,2,2,Yên Sở,Hoàng Mai
2.65,66.0,40.15,2,2,Hoàng Liệt,Hoàng Mai
4.6,88.0,52.27,3,2,Vĩnh Hưng,Hoàng Mai
4.4,70.0,62.86,2,2,Đại Kim,Hoàng Mai
3.5,74.0,47.3,2,2,Hoàng Liệt,Hoàng Mai
5.2,96.0,54.17,2,2,Hoàng Liệt,Hoàng Mai
2.7,57.0,47.37,2,2,Hoàng Liệt,Hoàng Mai
3.5,74.0,47.3,2,2,Hoàng Liệt,Hoàng Mai
4.0,80.0,50.0,2,2,Đại Kim,Hoàng Mai
5.5,103.0,53.4,3,2,Đại Kim,Hoàng Mai
3.35,56.0,59.82,2,2,Thịnh Liệt,Hoàng Mai
4.4,84.0,52.38,3,2,Tương Mai,Hoàng Mai
3.9,70.0,55.71,2,2,Thịnh Liệt,Hoàng Mai
4.7,75.0,62.67,2,2,Đại Kim,Hoàng Mai
3.8,57.0,66.67,2,2,Hoàng Liệt,Hoàng Mai
3.2,77.0,41.56,3,2,Hoàng Liệt,Hoàng Mai
2.75,68.0,40.44,2,2,Hoàng Liệt,Hoàng Mai
3.86,74.25,51.92,2,2,Hoàng Liệt,Hoàng Mai
4.35,82.3,52.86,3,2,Hoàng Liệt,Hoàng Mai
6.06,104.75,57.81,3,2,Hoàng Liệt,Hoàng Mai
3.93,74.55,52.69,2,2,Hoàng Liệt,Hoàng Mai
4.44,75.0,59.2,3,2,Đại Kim,Hoàng Mai
5.11,89.57,57.0,2,2,Đại Kim,Hoàng Mai
13.5,173.4,77.86,3,3,Đại Kim,Hoàng Mai
4.35,75.0,58.0,3,2,Đại Kim,Hoàng Mai
5.4,78.5,68.79,3,2,Đại Kim,Hoàng Mai
5.75,93.0,61.83,3,2,Hoàng Liệt,Hoàng Mai
3.8,100.0,38.0,3,2,Hoàng Văn Thụ,Hoàng Mai
5.25,89.0,59.0,3,2,Hoàng Liệt,Hoàng Mai
3.7,74.0,50.0,2,2,Hoàng Liệt,Hoàng Mai
4.3,68.0,63.24,2,2,Đại Kim,Hoàng Mai
2.43,45.0,54.0,1,1,Đại Kim,Hoàng Mai
4.4,74.0,59.46,2,2,Đại Kim,Hoàng Mai
5.35,74.7,71.62,2,2,Đại Kim,Hoàng Mai
4.0,69.0,57.97,2,2,Đại Kim,Hoàng Mai
4.35,75.0,58.0,2,2,Đại Kim,Hoàng Mai
5.94,106.0,56.0,3,2,Hoàng Liệt,Hoàng Mai
4.5,80.0,56.25,2,2,Vĩnh Hưng,Hoàng Mai
4.7,90.0,52.22,3,2,Đại Kim,Hoàng Mai
5.07,89.0,57.0,3,2,Hoàng Liệt,Hoàng Mai
5.4,87.0,62.07,3,2,Hoàng Liệt,Hoàng Mai
5.0,89.0,56.18,3,2,Hoàng Liệt,Hoàng Mai
4.98,89.0,56.0,3,2,Hoàng Liệt,Hoàng Mai
4.5,89.0,50.55,2,2,Hoàng Liệt,Hoàng Mai
4.45,74.0,60.14,2,2,Yên Sở,Hoàng Mai
4.72,75.0,63.0,2,2,Hoàng Liệt,Hoàng Mai
3.8,61.0,62.3,2,2,Hoàng Liệt,Hoàng Mai
3.3,52.0,63.46,2,1,Yên Sở,Hoàng Mai
5.5,107.0,51.4,3,2,Yên Sở,Hoàng Mai
3.75,61.0,61.48,2,1,Yên Sở,Hoàng Mai
4.39,80.0,54.88,3,2,Yên Sở,Hoàng Mai
4.4,80.09,54.94,2,2,Hoàng Liệt,Hoàng Mai
2.77,60.0,46.17,2,2,Tân Mai,Hoàng Mai
3.7,80.0,46.25,3,2,Định Công,Hoàng Mai
7.35,98.0,75.0,3,2,Trần Phú,Hoàng Mai
4.6,74.0,62.16,2,2,Yên Sở,Hoàng Mai
3.7,62.0,59.68,2,2,Đại Kim,Hoàng Mai
5.6,80.0,70.0,2,2,Mai Động,Hoàng Mai
4.0,60.0,66.67,2,1,Đại Kim,Hoàng Mai
2.5,41.0,60.98,2,2,Tân Mai,Hoàng Mai
1.65,48.0,34.38,2,1,Hoàng Liệt,Hoàng Mai
4.6,68.0,67.65,2,2,Định Công,Hoàng Mai
5.1,112.0,45.54,3,2,Yên Sở,Hoàng Mai
4.4,78.0,56.41,2,2,Yên Sở,Hoàng Mai
3.17,69.0,46.0,2,2,Hoàng Liệt,Hoàng Mai
3.65,58.0,62.93,2,1,Hoàng Liệt,Hoàng Mai
4.7,74.0,63.51,2,2,Hoàng Liệt,Hoàng Mai
5.6,95.0,58.95,3,2,Đại Kim,Hoàng Mai
4.5,76.0,59.21,2,2,Đại Kim,Hoàng Mai
5.5,85.0,64.71,3,2,Hoàng Liệt,Hoàng Mai
3.9,72.0,54.17,2,2,Hoàng Liệt,Hoàng Mai
4.7,81.0,58.02,2,2,Đại Kim,Hoàng Mai
4.5,77.0,58.44,2,2,Tương Mai,Hoàng Mai
3.6,56.0,64.29,2,2,Hoàng Liệt,Hoàng Mai
4.6,66.0,69.7,2,2,Tương Mai,Hoàng Mai
4.0,71.0,56.34,2,2,Hoàng Liệt,Hoàng Mai
6.85,99.0,69.19,3,2,Đại Kim,Hoàng Mai
4.5,68.0,66.18,2,2,Đại Kim,Hoàng Mai
4.9,96.0,51.04,3,2,Hoàng Liệt,Hoàng Mai
3.6,74.26,48.48,2,2,Hoàng Liệt,Hoàng Mai
4.2,68.5,61.31,2,2,Đại Kim,Hoàng Mai
4.15,80.0,51.88,3,2,Định Công,Hoàng Mai
6.67,106.0,62.89,3,2,Hoàng Liệt,Hoàng Mai
4.4,74.0,59.46,2,2,Đại Kim,Hoàng Mai
5.5,96.0,57.29,3,2,Đại Kim,Hoàng Mai
5.45,82.0,66.46,2,2,Đại Kim,Hoàng Mai
4.85,83.0,58.43,3,2,Yên Sở,Hoàng Mai
5.0,79.0,63.29,3,2,Đại Kim,Hoàng Mai
5.2,79.0,65.82,3,2,Đại Kim,Hoàng Mai
5.5,62.5,88.0,2,2,Giáp Bát,Hoàng Mai
5.2,75.0,69.33,2,2,Hoàng Liệt,Hoàng Mai
4.0,74.0,54.05,2,2,Đại Kim,Hoàng Mai
3.09,76.0,40.66,3,2,Hoàng Liệt,Hoàng Mai
4.4,75.0,58.67,2,2,Đại Kim,Hoàng Mai
2.42,45.0,53.78,1,1,Đại Kim,Hoàng Mai
2.43,45.0,54.0,1,1,Đại Kim,Hoàng Mai
2.43,45.0,54.0,1,1,Đại Kim,Hoàng Mai
7.0,99.8,70.14,3,2,Hoàng Liệt,Hoàng Mai
5.3,78.2,67.78,3,2,Đại Kim,Hoàng Mai
5.2,82.0,63.42,2,2,Hoàng Liệt,Hoàng Mai
5.5,80.0,68.75,3,2,Đại Kim,Hoàng Mai
4.5,68.0,66.18,2,2,Đại Kim,Hoàng Mai
5.3,90.0,58.89,2,2,Hoàng Liệt,Hoàng Mai
5.3,89.0,59.55,2,2,Hoàng Liệt,Hoàng Mai
2.69,53.5,50.28,2,2,Đại Kim,Hoàng Mai
2.35,56.0,41.96,2,2,Hoàng Liệt,Hoàng Mai
7.5,95.0,78.95,3,2,Định Công,Hoàng Mai
6.95,95.0,73.16,3,2,Định Công,Hoàng Mai
3.2,73.6,43.48,3,2,Đại Kim,Hoàng Mai
3.65,81.0,45.06,2,2,Hoàng Liệt,Hoàng Mai
5.4,85.0,63.53,3,2,Đại Kim,Hoàng Mai
4.5,69.0,65.22,2,2,Đại Kim,Hoàng Mai
6.0,80.0,75.0,2,2,Tân Mai,Hoàng Mai
5.3,80.0,66.25,2,2,Mai Động,Hoàng Mai
2.48,59.0,42.03,2,2,Đại Kim,Hoàng Mai
4.6,81.0,56.79,3,2,Đại Kim,Hoàng Mai
5.95,96.0,61.98,3,2,Đại Kim,Hoàng Mai
5.8,90.0,64.44,2,2,Mai Động,Hoàng Mai
3.18,48.0,66.25,2,1,Yên Sở,Hoàng Mai
2.55,50.0,51.0,2,2,Tân Mai,Hoàng Mai
2.83,65.0,43.54,2,2,Đại Kim,Hoàng Mai
6.0,125.0,48.0,3,2,Định Công,Hoàng Mai
5.2,76.0,68.42,2,2,Đại Kim,Hoàng Mai
4.94,76.0,65.0,2,2,Đại Kim,Hoàng Mai
4.3,75.0,57.33,2,2,Đại Kim,Hoàng Mai
4.5,75.0,60.0,2,2,Đại Kim,Hoàng Mai
6.3,79.2,79.54,2,2,Tân Mai,Hoàng Mai
4.35,74.0,58.78,2,2,Yên Sở,Hoàng Mai
3.6,54.0,66.67,2,1,Thịnh Liệt,Hoàng Mai
4.35,68.0,63.97,2,2,Hoàng Liệt,Hoàng Mai
2.24,46.0,48.7,2,2,Hoàng Liệt,Hoàng Mai
2.95,57.0,51.75,2,2,Đại Kim,Hoàng Mai
5.5,81.0,67.9,2,2,Hoàng Văn Thụ,Hoàng Mai
7.1,115.0,61.74,3,2,Hoàng Văn Thụ,Hoàng Mai
6.0,96.0,62.5,3,2,Đại Kim,Hoàng Mai
2.55,53.5,47.66,2,2,Đại Kim,Hoàng Mai
5.56,83.2,66.78,3,2,Đại Kim,Hoàng Mai
4.2,63.0,66.67,2,2,Hoàng Liệt,Hoàng Mai
2.8,55.0,50.91,2,2,Hoàng Liệt,Hoàng Mai
4.35,71.0,61.27,2,2,Yên Sở,Hoàng Mai
4.15,79.0,52.53,3,2,Hoàng Liệt,Hoàng Mai
2.67,47.0,56.81,2,2,Hoàng Liệt,Hoàng Mai
4.88,95.0,51.37,3,2,Hoàng Liệt,Hoàng Mai
5.0,113.0,44.25,3,2,Đại Kim,Hoàng Mai
4.7,88.0,53.41,3,2,Hoàng Liệt,Hoàng Mai
3.9,74.0,52.7,3,2,Hoàng Liệt,Hoàng Mai
4.7,90.0,52.22,3,2,Đại Kim,Hoàng Mai
4.2,70.0,60.0,2,2,Đại Kim,Hoàng Mai
5.25,92.0,57.06,3,2,Hoàng Liệt,Hoàng Mai
4.44,85.0,52.24,3,2,Đại Kim,Hoàng Mai
4.85,93.0,52.15,3,2,Đại Kim,Hoàng Mai
3.77,67.0,56.27,2,2,Hoàng Liệt,Hoàng Mai
5.65,78.0,72.44,2,2,Trần Phú,Hoàng Mai
4.25,70.0,60.71,2,2,Đại Kim,Hoàng Mai
6.3,96.0,65.62,3,2,Mai Động,Hoàng Mai
4.3,85.0,50.59,3,2,Hoàng Liệt,Hoàng Mai
3.15,54.0,58.33,2,1,Thịnh Liệt,Hoàng Mai
6.0,100.0,60.0,3,2,Hoàng Liệt,Hoàng Mai
5.5,95.0,57.9,3,2,Hoàng Liệt,Hoàng Mai
3.75,67.0,55.97,2,2,Hoàng Liệt,Hoàng Mai
2.95,55.0,53.64,2,2,Hoàng Liệt,Hoàng Mai
4.65,90.0,51.67,3,2,Hoàng Liệt,Hoàng Mai
4.6,83.0,55.42,3,2,Hoàng Liệt,Hoàng Mai
4.9,113.0,43.36,3,2,Đại Kim,Hoàng Mai
4.7,96.0,48.96,3,2,Đại Kim,Hoàng Mai
4.78,100.0,47.8,3,2,Đại Kim,Hoàng Mai
4.5,83.0,54.22,3,2,Đại Kim,Hoàng Mai
5.0,90.0,55.56,2,2,Hoàng Liệt,Hoàng Mai
2.26,46.0,49.13,2,2,Hoàng Liệt,Hoàng Mai
4.5,75.0,60.0,2,2,Đại Kim,Hoàng Mai
5.2,75.0,69.33,2,2,Hoàng Liệt,Hoàng Mai
4.7,75.0,62.67,2,2,Đại Kim,Hoàng Mai
2.3,45.0,51.11,1,1,Đại Kim,Hoàng Mai
1.75,46.0,38.04,2,1,Hoàng Liệt,Hoàng Mai
2.8,50.0,56.0,2,1,Hoàng Liệt,Hoàng Mai
5.5,62.0,88.71,2,2,Giáp Bát,Hoàng Mai
2.46,63.0,39.05,2,2,Hoàng Liệt,Hoàng Mai
6.2,93.0,66.67,3,2,Mai Động,Hoàng Mai
5.5,62.0,88.71,2,2,Giáp Bát,Hoàng Mai
2.5,54.0,46.3,2,2,Đại Kim,Hoàng Mai
4.75,95.0,50.0,3,2,Yên Sở,Hoàng Mai
5.28,97.0,54.47,2,2,Hoàng Liệt,Hoàng Mai
3.35,55.0,60.91,2,1,Yên Sở,Hoàng Mai
5.2,80.0,65.0,2,2,Hoàng Liệt,Hoàng Mai
4.7,80.0,58.75,3,2,Hoàng Liệt,Hoàng Mai
2.4,67.0,35.82,2,2,Hoàng Liệt,Hoàng Mai
2.0,46.0,43.48,2,1,Hoàng Liệt,Hoàng Mai
3.8,63.0,60.32,2,2,Đại Kim,Hoàng Mai
4.35,80.0,54.38,3,2,Đại Kim,Hoàng Mai
2.23,56.0,39.82,2,2,Hoàng Liệt,Hoàng Mai
2.38,56.0,42.5,2,2,Đại Kim,Hoàng Mai
5.65,89.0,63.48,3,2,Hoàng Liệt,Hoàng Mai
5.65,89.0,63.48,3,2,Hoàng Liệt,Hoàng Mai
4.65,68.0,68.38,2,2,Định Công,Hoàng Mai
1.35,35.0,38.57,1,1,Lĩnh Nam,Hoàng Mai
6.45,130.0,49.62,3,2,Tương Mai,Hoàng Mai
5.1,88.0,57.96,3,2,Đại Kim,Hoàng Mai
4.7,78.0,60.26,3,2,Hoàng Liệt,Hoàng Mai
5.3,86.0,61.63,2,2,Hoàng Liệt,Hoàng Mai
5.6,100.0,56.0,3,2,Hoàng Liệt,Hoàng Mai
3.92,74.0,53.0,2,2,Hoàng Liệt,Hoàng Mai
4.8,72.0,66.67,2,2,Định Công,Hoàng Mai
4.0,64.0,62.5,2,2,Hoàng Liệt,Hoàng Mai
4.7,70.0,67.14,2,2,Vĩnh Hưng,Hoàng Mai
4.75,70.0,67.86,2,2,Vĩnh Hưng,Hoàng Mai
4.5,70.0,64.29,2,2,Đại Kim,Hoàng Mai
4.3,67.0,64.18,2,2,Yên Sở,Hoàng Mai
4.4,74.0,59.46,2,2,Yên Sở,Hoàng Mai
3.6,63.0,57.14,2,1,Đại Kim,Hoàng Mai
5.75,90.0,63.89,3,2,Mai Động,Hoàng Mai
5.0,80.0,62.5,2,2,Mai Động,Hoàng Mai
2.5,55.0,45.46,2,1,Đại Kim,Hoàng Mai
5.8,90.0,64.44,3,2,Hoàng Liệt,Hoàng Mai
4.8,74.0,64.86,2,2,Hoàng Liệt,Hoàng Mai
2.9,85.0,34.12,2,2,Hoàng Liệt,Hoàng Mai
2.7,44.0,61.36,2,1,Đại Kim,Hoàng Mai
6.68,106.0,63.0,3,2,Hoàng Liệt,Hoàng Mai
4.35,71.33,60.98,2,2,Hoàng Liệt,Hoàng Mai
4.2,72.0,58.33,2,2,Yên Sở,Hoàng Mai
4.15,92.7,44.77,3,2,Lĩnh Nam,Hoàng Mai
4.1,66.0,62.12,2,2,Hoàng Liệt,Hoàng Mai
5.35,101.0,53.0,3,2,Hoàng Liệt,Hoàng Mai
5.55,98.0,56.63,3,2,Giáp Bát,Hoàng Mai
8.0,115.0,69.56,3,2,Đại Kim,Hoàng Mai
2.0,46.0,43.48,2,1,Hoàng Liệt,Hoàng Mai
3.42,67.0,51.0,2,2,Hoàng Liệt,Hoàng Mai
3.5,70.0,50.0,2,2,Thịnh Liệt,Hoàng Mai
6.2,101.0,61.39,3,2,Hoàng Văn Thụ,Hoàng Mai
7.1,110.0,64.54,3,2,Hoàng Văn Thụ,Hoàng Mai
6.5,100.4,64.74,3,2,Hoàng Văn Thụ,Hoàng Mai
6.1,100.0,61.0,3,3,Hoàng Văn Thụ,Hoàng Mai
4.9,96.0,51.04,3,2,Hoàng Liệt,Hoàng Mai
3.75,68.0,55.15,2,2,Vĩnh Hưng,Hoàng Mai
2.6,65.52,39.68,2,2,Hoàng Liệt,Hoàng Mai
3.7,68.0,54.41,2,2,Hoàng Liệt,Hoàng Mai
5.5,101.0,54.46,3,2,Hoàng Liệt,Hoàng Mai
5.5,99.0,55.56,3,2,Tương Mai,Hoàng Mai
3.1,55.0,56.36,2,2,Thịnh Liệt,Hoàng Mai
5.1,75.0,68.0,2,2,Mai Động,Hoàng Mai
2.0,47.0,42.55,2,1,Hoàng Liệt,Hoàng Mai
2.65,53.5,49.53,2,2,Đại Kim,Hoàng Mai
4.5,74.85,60.12,2,2,Đại Kim,Hoàng Mai
4.0,70.0,57.14,2,2,Hoàng Liệt,Hoàng Mai
4.35,68.0,63.97,2,2,Yên Sở,Hoàng Mai
4.3,67.0,64.18,2,2,Yên Sở,Hoàng Mai
5.7,86.0,66.28,3,2,Hoàng Liệt,Hoàng Mai
4.5,87.96,51.16,3,2,Hoàng Liệt,Hoàng Mai
3.68,66.0,55.76,2,2,Hoàng Liệt,Hoàng Mai
2.25,56.0,40.18,2,2,Hoàng Liệt,Hoàng Mai
2.2,46.0,47.83,2,1,Hoàng Liệt,Hoàng Mai
6.4,96.0,66.67,3,2,Đại Kim,Hoàng Mai
2.28,56.0,40.71,2,2,Hoàng Liệt,Hoàng Mai
8.28,115.0,72.0,3,2,Mai Động,Hoàng Mai
5.48,85.0,64.47,2,2,Mai Động,Hoàng Mai
5.58,85.0,65.65,2,2,Mai Động,Hoàng Mai
5.65,93.0,60.75,3,2,Hoàng Liệt,Hoàng Mai
4.9,74.0,66.22,2,2,Hoàng Liệt,Hoàng Mai
4.6,70.0,65.71,2,2,Đại Kim,Hoàng Mai
5.0,73.0,68.49,2,2,Định Công,Hoàng Mai
4.0,64.0,62.5,2,2,Hoàng Liệt,Hoàng Mai
4.9,93.0,52.69,3,2,Yên Sở,Hoàng Mai
3.18,48.0,66.25,2,1,Yên Sở,Hoàng Mai
3.3,54.0,61.11,2,2,Hoàng Văn Thụ,Hoàng Mai
5.3,86.5,61.27,3,2,Đại Kim,Hoàng Mai
4.5,69.1,65.12,2,2,Đại Kim,Hoàng Mai
5.5,69.1,79.6,2,2,Đại Kim,Hoàng Mai
6.7,110.0,60.91,3,2,Định Công,Hoàng Mai
3.6,68.0,52.94,2,2,Hoàng Liệt,Hoàng Mai
4.88,81.3,60.02,3,2,Đại Kim,Hoàng Mai
1.36,58.0,23.45,2,2,Hoàng Văn Thụ,Hoàng Mai
4.8,74.0,64.86,2,2,Tương Mai,Hoàng Mai
2.7,55.0,49.09,2,2,Hoàng Liệt,Hoàng Mai
2.7,66.0,40.91,2,2,Hoàng Liệt,Hoàng Mai
5.2,80.0,65.0,2,2,Đại Kim,Hoàng Mai
2.45,56.0,43.75,2,2,Hoàng Liệt,Hoàng Mai
4.5,68.0,66.18,2,2,Định Công,Hoàng Mai
4.11,80.0,51.38,3,2,Đại Kim,Hoàng Mai
4.39,75.0,58.53,3,2,Đại Kim,Hoàng Mai
4.5,70.0,64.29,2,2,Đại Kim,Hoàng Mai
4.1,70.0,58.57,2,2,Đại Kim,Hoàng Mai
2.5,56.0,44.64,2,2,Hoàng Liệt,Hoàng Mai
4.5,75.0,60.0,2,2,Đại Kim,Hoàng Mai
1.99,48.0,41.35,2,1,Hoàng Liệt,Hoàng Mai
5.5,150.0,36.67,3,3,Giáp Bát,Hoàng Mai
2.55,56.0,45.54,2,2,Đại Kim,Hoàng Mai
5.03,75.0,67.0,2,2,Hoàng Liệt,Hoàng Mai
2.39,67.0,35.67,2,2,Hoàng Liệt,Hoàng Mai
4.11,67.9,60.59,2,2,Hoàng Liệt,Hoàng Mai
5.0,83.0,60.24,2,2,Hoàng Liệt,Hoàng Mai
2.4,63.0,38.1,2,2,Hoàng Liệt,Hoàng Mai
4.44,75.0,59.2,3,2,Hoàng Liệt,Hoàng Mai
4.55,68.0,66.91,2,2,Định Công,Hoàng Mai
5.3,74.0,71.62,2,2,Đại Kim,Hoàng Mai
5.95,80.0,74.38,3,2,Yên Sở,Hoàng Mai
2.5,56.0,44.64,2,2,Hoàng Liệt,Hoàng Mai
2.58,72.0,35.83,2,2,Hoàng Liệt,Hoàng Mai
8.5,106.0,80.19,4,3,Trần Phú,Hoàng Mai
4.35,70.0,62.14,2,2,Định Công,Hoàng Mai
6.3,79.2,79.54,2,2,Tân Mai,Hoàng Mai
6.1,90.0,67.78,3,2,Mai Động,Hoàng Mai
14.5,176.0,82.39,4,3,Trần Phú,Hoàng Mai
4.25,64.09,66.31,2,2,Trần Phú,Hoàng Mai
4.0,66.0,60.61,2,2,Hoàng Liệt,Hoàng Mai
5.66,78.63,72.0,3,2,Đại Kim,Hoàng Mai
4.0,66.0,60.61,2,2,Hoàng Liệt,Hoàng Mai
4.86,83.0,58.55,3,2,Hoàng Liệt,Hoàng Mai
3.9,68.0,57.35,2,2,Hoàng Liệt,Hoàng Mai
5.6,75.0,74.67,2,2,Trần Phú,Hoàng Mai
2.89,65.1,44.39,2,1,Đại Kim,Hoàng Mai
3.19,51.0,62.45,2,1,Hoàng Liệt,Hoàng Mai
5.5,85.0,64.71,2,2,Mai Động,Hoàng Mai
5.6,85.0,65.88,2,2,Mai Động,Hoàng Mai
4.25,78.6,54.07,3,2,Yên Sở,Hoàng Mai
4.86,83.0,58.55,3,2,Yên Sở,Hoàng Mai
3.1,83.0,37.35,3,2,Hoàng Liệt,Hoàng Mai
3.6,70.0,51.43,2,1,Hoàng Liệt,Hoàng Mai
2.16,47.47,45.5,2,1,Hoàng Liệt,Hoàng Mai
5.75,90.0,63.89,3,2,Mai Động,Hoàng Mai
4.3,80.0,53.75,2,2,Đại Kim,Hoàng Mai
6.26,92.0,68.0,3,2,Tương Mai,Hoàng Mai
4.8,70.1,68.47,2,2,Tương Mai,Hoàng Mai
5.2,90.0,57.78,3,2,Yên Sở,Hoàng Mai
5.47,80.0,68.38,2,2,Mai Động,Hoàng Mai
5.8,85.0,68.24,2,2,Mai Động,Hoàng Mai
5.6,85.0,65.88,2,2,Mai Động,Hoàng Mai
4.68,96.0,48.75,2,2,Yên Sở,Hoàng Mai
4.65,87.2,53.33,3,2,Vĩnh Hưng,Hoàng Mai
3.95,65.0,60.77,2,2,Yên Sở,Hoàng Mai
4.4,74.0,59.46,2,2,Yên Sở,Hoàng Mai
5.95,96.0,61.98,3,2,Tương Mai,Hoàng Mai
4.86,83.0,58.55,3,2,Yên Sở,Hoàng Mai
6.2,96.0,64.58,3,2,Mai Động,Hoàng Mai
7.5,127.0,59.06,3,2,Giáp Bát,Hoàng Mai
4.5,72.0,62.5,2,2,Vĩnh Hưng,Hoàng Mai
6.3,94.0,67.02,3,2,Mai Động,Hoàng Mai
4.4,90.0,48.89,3,2,Hoàng Liệt,Hoàng Mai
4.8,69.0,69.56,2,2,Hoàng Văn Thụ,Hoàng Mai
7.3,115.0,63.48,3,2,Hoàng Văn Thụ,Hoàng Mai
3.0,71.0,42.3,2,2,Hoàng Liệt,Hoàng Mai
4.95,62.5,79.2,2,2,Giáp Bát,Hoàng Mai
4.86,90.0,54.0,3,2,Yên Sở,Hoàng Mai
2.5,53.0,47.17,2,2,Đại Kim,Hoàng Mai
6.0,108.0,55.56,3,2,Hoàng Văn Thụ,Hoàng Mai
3.55,96.0,36.98,3,2,Giáp Bát,Hoàng Mai
4.8,78.0,61.54,2,2,Đại Kim,Hoàng Mai
3.9,76.0,51.32,3,2,Hoàng Liệt,Hoàng Mai
5.4,95.0,56.84,3,2,Mai Động,Hoàng Mai
4.42,71.3,61.99,2,2,Hoàng Liệt,Hoàng Mai
3.2,56.2,56.94,2,1,Hoàng Liệt,Hoàng Mai
2.56,63.0,40.64,2,2,Hoàng Liệt,Hoàng Mai
5.2,80.0,65.0,3,2,Đại Kim,Hoàng Mai
6.3,118.0,53.39,3,2,Hoàng Liệt,Hoàng Mai
5.3,85.0,62.35,3,2,Đại Kim,Hoàng Mai
4.3,76.0,56.58,2,2,Yên Sở,Hoàng Mai
2.9,85.0,34.12,3,2,Tân Mai,Hoàng Mai
2.2,52.0,42.31,2,2,Hoàng Liệt,Hoàng Mai
4.0,80.0,50.0,2,2,Hoàng Liệt,Hoàng Mai
3.63,66.0,55.0,2,2,Hoàng Liệt,Hoàng Mai
3.75,70.0,53.57,3,2,Đại Kim,Hoàng Mai
6.5,111.0,58.56,3,2,Đại Kim,Hoàng Mai
5.8,118.0,49.15,3,2,Đại Kim,Hoàng Mai
4.0,68.0,58.82,2,2,Hoàng Liệt,Hoàng Mai
4.5,83.0,54.22,3,2,Hoàng Liệt,Hoàng Mai
4.61,96.0,48.02,3,2,Hoàng Liệt,Hoàng Mai
3.35,67.0,50.0,2,2,Đại Kim,Hoàng Mai
3.6,73.9,48.71,3,1,Đại Kim,Hoàng Mai
2.35,63.0,37.3,2,2,Hoàng Liệt,Hoàng Mai
4.8,82.0,58.54,3,2,Đại Kim,Hoàng Mai
5.0,104.3,47.94,3,2,Yên Sở,Hoàng Mai
1.89,46.0,41.09,1,1,Hoàng Liệt,Hoàng Mai
5.6,93.0,60.22,3,2,Hoàng Liệt,Hoàng Mai
5.0,83.0,60.24,2,2,Hoàng Liệt,Hoàng Mai
4.65,78.5,59.24,2,2,Vĩnh Hưng,Hoàng Mai
2.65,65.1,40.71,2,2,Đại Kim,Hoàng Mai
4.9,82.0,59.76,3,2,Yên Sở,Hoàng Mai
3.8,62.5,60.8,2,2,Vĩnh Hưng,Hoàng Mai
2.69,69.0,39.0,2,2,Hoàng Liệt,Hoàng Mai
3.4,69.0,49.28,2,2,Đại Kim,Hoàng Mai
3.5,68.0,51.47,2,1,Đại Kim,Hoàng Mai
6.2,116.0,53.45,3,2,Định Công,Hoàng Mai
4.15,80.0,51.88,3,2,Đại Kim,Hoàng Mai
3.85,76.0,50.66,3,2,Hoàng Liệt,Hoàng Mai
4.0,74.0,54.05,2,2,Hoàng Liệt,Hoàng Mai
4.2,67.0,62.69,2,2,Yên Sở,Hoàng Mai
3.46,65.0,53.23,2,1,Đại Kim,Hoàng Mai
2.21,46.0,48.04,2,2,Hoàng Liệt,Hoàng Mai
5.5,85.0,64.71,3,2,Hoàng Liệt,Hoàng Mai
5.65,89.0,63.48,3,2,Hoàng Liệt,Hoàng Mai
3.76,57.0,65.96,2,1,Hoàng Liệt,Hoàng Mai
5.2,70.0,74.29,2,2,Tương Mai,Hoàng Mai
2.97,47.0,63.19,2,2,Hoàng Liệt,Hoàng Mai
5.5,75.0,73.33,2,2,Mai Động,Hoàng Mai
2.05,48.0,42.71,2,1,Hoàng Liệt,Hoàng Mai
4.44,74.0,60.0,2,2,Hoàng Liệt,Hoàng Mai
12.8,200.0,64.0,5,4,Mai Động,Hoàng Mai
5.3,87.2,60.78,3,2,Đại Kim,Hoàng Mai
4.3,72.0,59.72,2,2,Hoàng Liệt,Hoàng Mai
4.2,68.0,61.76,2,2,Đại Kim,Hoàng Mai
4.0,64.0,62.5,2,2,Hoàng Liệt,Hoàng Mai
4.9,93.0,52.69,3,2,Yên Sở,Hoàng Mai
4.4,74.0,59.46,2,2,Yên Sở,Hoàng Mai
3.3,59.0,55.93,2,2,Hoàng Liệt,Hoàng Mai
3.8,58.0,65.52,2,2,Hoàng Liệt,Hoàng Mai
2.6,67.0,38.81,2,2,Hoàng Liệt,Hoàng Mai
2.85,65.0,43.85,3,2,Đại Kim,Hoàng Mai
4.5,73.0,61.64,2,2,Định Công,Hoàng Mai
4.88,87.0,56.09,3,2,Vĩnh Hưng,Hoàng Mai
3.57,68.0,52.5,3,2,Thịnh Liệt,Hoàng Mai
3.9,75.0,52.0,2,1,Đại Kim,Hoàng Mai
3.9,69.0,56.52,2,1,Tương Mai,Hoàng Mai
6.3,98.0,64.29,2,2,Tân Mai,Hoàng Mai
5.3,90.0,58.89,2,1,Hoàng Liệt,Hoàng Mai
3.5,63.0,55.56,2,1,Đại Kim,Hoàng Mai
3.9,57.0,68.42,2,2,Tương Mai,Hoàng Mai
2.6,60.0,43.33,2,1,Đại Kim,Hoàng Mai
